Time,torget_pm10_nilu,torget_pm10_iot,torget_opctemp_iot,torget_opchum_iot
2021-03-01 06:00:00,2.3,0.765534017767225,13.7142857142857,47
2021-03-01 07:00:00,0.8,1.30902024677822,13.2857142857143,47.8095238095238
2021-03-01 08:00:00,0.4,1.10036197304726,13,49.9
2021-03-01 09:00:00,0.4,4.59283880534626,13,51.5238095238095
2021-03-01 10:00:00,0.6,4.17535974865868,13,52.3809523809524
2021-03-01 11:00:00,1.6,3.00258132389614,13,51.1904761904762
2021-03-01 12:00:00,1.7,1.44494615495205,13.55,51.45
2021-03-01 13:00:00,1.3,2.77909524383999,14,51.2857142857143
2021-03-01 14:00:00,1.6,0.809032161320959,13.1904761904762,50.9047619047619
2021-03-01 15:00:00,4,2.71975789964199,13,53.1
2021-03-01 16:00:00,1,2.77616895735264,13.3,54.5
2021-03-01 17:00:00,2.3,11.6030792650722,12.7142857142857,52.7142857142857
2021-03-01 18:00:00,2.1,4.10632608618055,11.4761904761905,53.1428571428572
2021-03-01 19:00:00,3,2.41153906640552,10.6190476190476,53
2021-03-01 20:00:00,1.9,1.17320623733103,10,53.55
2021-03-01 21:00:00,1.2,0.886879996174858,10,53.8571428571429
2021-03-01 22:00:00,1.2,0.854657331392879,10,53.9047619047619
2021-03-01 23:00:00,2.5,2.91166508048773,10.3,53.7
2021-03-02 00:00:00,1.7,5.67041873335838,11,52.8
2021-03-02 01:00:00,1.9,15.9885420322418,11.9,49.7
2021-03-02 02:00:00,3.5,20.7049697240194,11.8095238095238,49.3333333333333
2021-03-02 03:00:00,9,16.2559254964193,11,50.0952380952381
2021-03-02 04:00:00,10.4,15.5043817520142,11.4,50.45
2021-03-02 05:00:00,8,13.3331634884789,12,49
2021-03-02 06:00:00,7.6,13.6082799094064,11.7142857142857,49.0476190476191
2021-03-02 07:00:00,7.2,12.7668530600412,11,50.7142857142857
2021-03-02 08:00:00,7.4,11.5388148546219,11.3,51.4
2021-03-02 09:00:00,7.3,10.0599696068537,12,50
2021-03-02 10:00:00,7.3,9.74829323291779,12.65,48.55
2021-03-02 11:00:00,8.1,10.3831428119114,14.5238095238095,47
2021-03-02 12:00:00,11.4,11.7602288484573,15.2,45.15
2021-03-02 13:00:00,11.6,8.03135553995768,15.2380952380952,44.8571428571429
2021-03-02 14:00:00,10.3,6.37650575637817,16.55,41.9
2021-03-02 15:00:00,6.9,6.36388572057088,16.7142857142857,40.1428571428571
2021-03-02 16:00:00,6.5,5.76237077713013,15.3,41.6
2021-03-02 17:00:00,9.6,6.45394427435739,14.5714285714286,43.0952380952381
2021-03-02 18:00:00,9.6,9.36960933321998,13.6666666666667,45.7142857142857
2021-03-02 19:00:00,11.9,4.90446585700625,13,48.0476190476191
2021-03-02 20:00:00,9.8,2.53872696558634,13,49.1904761904762
2021-03-02 21:00:00,6.7,1.1104744553566,13,49.75
2021-03-02 22:00:00,5.5,1.14877482539132,12.8571428571429,51.2857142857143
2021-03-02 23:00:00,2.8,0.67677770058314,12.7142857142857,51.5714285714286
2021-03-03 00:00:00,3.6,0.540870262043817,13,51.6666666666667
2021-03-03 01:00:00,1.7,0.471199284493923,13,52.65
2021-03-03 02:00:00,1.2,0.305929128258001,13,53.6190476190476
2021-03-03 03:00:00,0.7,0.642515229327338,13,53.3809523809524
